,city_development_index,relevent_experience,education_level,experience,last_new_job,target
9866,0.897,0,2.0,4.0,2.1882634428913237,0
9894,0.884,1,2.0,0.0,3.0,1
9905,0.878,1,2.0,0.0,4.0,1
9957,0.647,1,2.0,0.0,1.0,1
9966,0.579,0,2.0,0.0,2.0,0
9987,0.7809999999999999,1,2.0,0.0,1.0,0
10043,0.847,0,2.0,0.0,0.0,0
10063,0.926,0,4.0,0.0,2.0,0
10084,0.5579999999999999,1,2.0,0.0,2.1882634428913237,0
10111,0.7879999999999999,1,2.0,0.0,1.0,0
10135,0.735,0,2.0,0.0,5.0,1
10151,0.926,1,4.0,0.0,1.0,0
10167,0.701,0,2.0,0.0,0.0,0
10179,0.926,0,2.0,8.0,2.1882634428913237,1
10238,0.866,0,2.0,0.0,3.0,0
10244,0.8270000000000001,0,4.0,0.0,0.0,0
10252,0.856,1,2.0,0.0,2.0,0
10334,0.903,1,2.0,0.0,3.0,1
10337,0.887,0,4.0,21.0,2.1882634428913237,1
10339,0.512,1,2.0,0.0,1.0,1
10383,0.7659999999999999,0,2.0,0.0,2.1882634428913237,1
10401,0.4479999999999999,0,2.0,0.0,2.0,0
10403,0.887,1,4.0,0.0,1.0,0
10404,0.698,1,2.0,0.0,0.0,1
10411,0.925,0,2.0,0.0,2.0,1
10418,0.91,0,2.0,6.0,2.1882634428913237,0
10426,0.802,1,4.0,0.0,2.1882634428913237,0
10442,0.64,1,2.0,0.0,2.0,0
10458,0.645,1,2.0,0.0,5.0,0
10473,0.73,0,2.0,0.0,0.0,0
10485,0.7879999999999999,0,2.0,0.0,5.0,0
10531,0.866,0,4.0,0.0,0.0,0
10563,0.625,1,2.0,0.0,0.0,0
10570,0.92,1,2.0,3.0,2.1882634428913237,0
10579,0.682,0,2.0,3.0,2.1882634428913237,0
10602,0.836,0,2.0,0.0,4.0,0
10656,0.698,0,2.0,1.0,2.1882634428913237,0
10682,0.923,1,2.0,0.0,1.0,1
10696,0.738,0,2.0,0.0,3.0,0
10716,0.878,1,2.0,0.0,0.0,1
10717,0.83,1,2.0,0.0,3.0,0
10738,0.743,1,2.0,0.0,2.0,1
10782,0.897,0,2.0,0.0,2.1882634428913237,1
10789,0.775,1,2.0,0.0,2.1882634428913237,0
10793,0.516,0,2.0,0.0,0.0,1
10809,0.802,1,2.0,0.0,0.0,1
10832,0.7809999999999999,0,2.0,0.0,0.0,1
10872,0.767,1,2.0,3.0,2.1882634428913237,1
10924,0.78,0,4.0,0.0,0.0,0
10957,0.682,1,2.0,0.0,0.0,0
10966,0.727,0,2.0,6.0,2.1882634428913237,1
11017,0.742,1,2.0,0.0,0.0,0
11031,0.924,0,2.0,5.0,2.1882634428913237,1
11037,0.698,1,4.0,0.0,0.0,0
11040,0.743,1,2.0,0.0,4.0,1
11058,0.925,1,2.0,0.0,2.0,1
11059,0.939,0,4.0,0.0,0.0,0
11093,0.939,1,2.0,0.0,0.0,1
11114,0.763,0,2.0,0.0,0.0,0
11182,0.727,0,2.0,0.0,2.0,1
11191,0.74,1,2.0,0.0,2.1882634428913237,1
11198,0.647,1,2.0,0.0,3.0,0
11228,0.865,0,2.0,0.0,5.0,0
11236,0.847,1,2.0,0.0,1.0,1
11244,0.745,0,2.0,0.0,5.0,0
11248,0.7390000000000001,1,2.0,0.0,2.0,0
11338,0.6890000000000001,1,2.0,0.0,0.0,1
11352,0.8959999999999999,0,2.0,0.0,4.0,1
11369,0.7959999999999999,0,2.0,0.0,1.0,1
11378,0.487,0,2.0,0.0,1.0,1
11389,0.647,1,2.0,0.0,2.0,0
11395,0.725,0,2.0,0.0,5.0,0
11400,0.789,0,2.0,0.0,0.0,0
11409,0.762,0,4.0,0.0,0.0,0
11438,0.555,1,2.0,0.0,5.0,1
11443,0.926,0,2.0,4.0,2.1882634428913237,0
11469,0.518,0,2.0,0.0,5.0,0
11539,0.649,1,2.0,0.0,2.1882634428913237,0
11557,0.691,0,2.0,0.0,0.0,1
11605,0.624,0,2.0,2.0,2.1882634428913237,0
11645,0.722,1,2.0,0.0,3.0,1
11654,0.915,1,2.0,0.0,0.0,0
11660,0.769,1,2.0,0.0,3.0,0
11677,0.563,1,2.0,0.0,2.1882634428913237,1
11700,0.7759999999999999,1,2.0,0.0,3.0,0
11716,0.725,1,2.0,0.0,2.0,0
11718,0.479,0,2.0,0.0,2.0,0
11757,0.762,0,2.0,0.0,2.0,1
11765,0.769,0,2.0,1.0,2.1882634428913237,0
11766,0.624,1,2.0,5.0,2.1882634428913237,0
11774,0.487,1,2.0,0.0,1.0,0
11777,0.7659999999999999,1,2.0,0.0,4.0,0
11784,0.866,1,2.0,0.0,3.0,1
11786,0.939,1,2.0,0.0,2.1882634428913237,1
11805,0.926,0,2.0,0.0,2.1882634428913237,1
11814,0.74,0,2.0,0.0,3.0,0
11822,0.7390000000000001,1,2.0,0.0,5.0,1
11829,0.7390000000000001,0,2.0,0.0,2.0,1
11863,0.795,1,2.0,0.0,4.0,0
11885,0.74,0,2.0,0.0,1.0,0
11980,0.579,0,2.0,0.0,5.0,0
11986,0.855,0,2.0,3.0,2.1882634428913237,0
12028,0.924,0,2.0,4.0,2.1882634428913237,1
12032,0.915,0,2.0,0.0,0.0,1
12079,0.698,0,4.0,2.0,2.1882634428913237,0
12097,0.682,1,2.0,0.0,3.0,1
12103,0.555,0,2.0,0.0,2.0,1
12112,0.722,0,2.0,0.0,1.0,0
12123,0.923,0,2.0,0.0,2.1882634428913237,0
12157,0.7390000000000001,1,2.0,0.0,0.0,0
12213,0.949,0,2.0,0.0,2.0,1
12240,0.7959999999999999,0,2.0,0.0,2.0,1
12316,0.625,1,2.0,0.0,4.0,0
12348,0.92,0,4.0,0.0,2.1882634428913237,0
12362,0.925,1,2.0,0.0,2.1882634428913237,0
12385,0.8240000000000001,1,2.0,0.0,5.0,1
12386,0.893,0,2.0,0.0,2.1882634428913237,1
12395,0.738,1,2.0,0.0,2.1882634428913237,1
12413,0.923,0,2.0,4.0,2.1882634428913237,0
12414,0.722,0,2.0,0.0,2.0,0
12444,0.754,0,2.0,0.0,2.0,1
12467,0.725,1,2.0,0.0,3.0,0
12486,0.6659999999999999,0,2.0,0.0,2.0,1
12513,0.479,0,2.0,0.0,0.0,1
12529,0.899,0,2.0,0.0,1.0,1
12600,0.691,1,2.0,0.0,3.0,0
12626,0.624,0,2.0,9.0,2.1882634428913237,0
12693,0.847,0,4.0,0.0,0.0,0
12699,0.743,1,2.0,0.0,0.0,1
12702,0.68,1,2.0,0.0,5.0,0
12741,0.763,1,2.0,0.0,5.0,0
12760,0.763,1,2.0,0.0,0.0,1
12771,0.579,1,2.0,0.0,5.0,0
12779,0.555,0,2.0,0.0,4.0,1
12786,0.516,1,2.0,0.0,2.0,1
12810,0.8270000000000001,1,2.0,0.0,2.1882634428913237,0
12826,0.843,0,2.0,0.0,1.0,1
12827,0.55,0,4.0,0.0,1.0,1
12902,0.895,1,2.0,0.0,4.0,1
12903,0.949,0,2.0,0.0,4.0,0
12914,0.897,1,2.0,21.0,2.1882634428913237,1
12918,0.789,1,2.0,0.0,4.0,1
12920,0.92,1,2.0,21.0,2.1882634428913237,0
12924,0.898,0,2.0,0.0,1.0,0
12944,0.727,0,2.0,0.0,3.0,0
12957,0.915,0,2.0,11.0,2.1882634428913237,0
12960,0.865,1,2.0,0.0,2.0,0
12976,0.743,0,2.0,18.0,2.1882634428913237,1
13055,0.7659999999999999,1,2.0,0.0,3.0,0
13115,0.682,0,2.0,1.0,2.1882634428913237,1
13204,0.807,1,2.0,0.0,4.0,0
13225,0.923,1,2.0,0.0,3.0,1
13236,0.92,1,4.0,21.0,2.1882634428913237,0
13244,0.926,0,2.0,5.0,2.1882634428913237,0
13354,0.701,1,2.0,0.0,1.0,1
13359,0.915,1,2.0,0.0,3.0,1
13370,0.866,0,2.0,0.0,5.0,1
13401,0.775,0,2.0,0.0,0.0,0
13440,0.847,0,2.0,0.0,1.0,1
13443,0.91,0,2.0,0.0,2.1882634428913237,0
13446,0.479,0,2.0,0.0,0.0,0
13448,0.804,0,2.0,0.0,4.0,0
13460,0.735,0,2.0,0.0,0.0,0
13493,0.898,0,2.0,0.0,2.0,0
13498,0.555,0,2.0,0.0,5.0,1
13505,0.8959999999999999,1,2.0,0.0,1.0,1
13535,0.763,1,2.0,0.0,1.0,1
13536,0.949,1,2.0,0.0,0.0,0
13549,0.4479999999999999,1,2.0,0.0,2.0,0
13593,0.794,1,4.0,0.0,2.0,0
13686,0.91,0,4.0,7.0,2.1882634428913237,0
13701,0.92,0,2.0,3.0,2.1882634428913237,1
13714,0.745,0,2.0,0.0,1.0,1
13750,0.866,0,2.0,0.0,2.0,1
13759,0.691,1,2.0,0.0,2.1882634428913237,0
13768,0.78,1,2.0,0.0,1.0,0
13784,0.516,0,2.0,0.0,5.0,1
13799,0.563,0,2.0,0.0,0.0,1
13806,0.563,1,2.0,0.0,0.0,0
13903,0.866,0,2.0,0.0,4.0,0
13924,0.913,0,2.0,0.0,5.0,1
13937,0.764,1,2.0,0.0,5.0,1
13960,0.722,1,2.0,0.0,2.0,1
13999,0.923,0,2.0,0.0,1.0,1
14015,0.767,1,2.0,0.0,4.0,1
14026,0.926,1,2.0,21.0,2.1882634428913237,0
14068,0.762,1,2.0,0.0,4.0,1
14100,0.682,0,2.0,0.0,5.0,0
14124,0.493,1,2.0,0.0,1.0,0
14126,0.91,1,2.0,2.0,2.1882634428913237,0
14130,0.725,0,4.0,0.0,1.0,1
14140,0.8959999999999999,0,4.0,0.0,0.0,0
14155,0.479,0,2.0,0.0,1.0,0
14157,0.479,1,2.0,0.0,2.0,0
14196,0.789,1,2.0,0.0,0.0,1
14204,0.89,1,2.0,0.0,4.0,0
14207,0.563,0,2.0,0.0,2.0,0
14228,0.743,1,2.0,0.0,0.0,0
14262,0.789,0,2.0,0.0,3.0,1
14289,0.926,0,2.0,5.0,2.1882634428913237,1
14293,0.92,0,2.0,2.0,2.1882634428913237,0
14301,0.92,0,2.0,6.0,2.1882634428913237,1
14387,0.8959999999999999,0,2.0,5.0,2.1882634428913237,0
14425,0.735,0,2.0,0.0,2.0,1
14434,0.556,1,2.0,0.0,2.0,1
14451,0.664,1,2.0,0.0,1.0,1
14485,0.949,0,2.0,0.0,5.0,1
14487,0.698,0,4.0,0.0,1.0,0
14496,0.579,0,4.0,0.0,1.0,1
14501,0.743,0,2.0,0.0,3.0,0
14551,0.91,0,2.0,4.0,2.1882634428913237,0
14610,0.8270000000000001,0,2.0,0.0,5.0,1
14658,0.924,1,2.0,0.0,5.0,1
14683,0.625,0,2.0,0.0,0.0,0
14735,0.738,1,2.0,0.0,4.0,0
14774,0.8959999999999999,0,2.0,0.0,3.0,0
14861,0.512,0,2.0,0.0,0.0,1
14905,0.802,0,2.0,0.0,2.0,0
14913,0.4479999999999999,0,2.0,0.0,0.0,0
14963,0.893,1,2.0,0.0,4.0,1
15022,0.624,1,2.0,6.0,2.1882634428913237,1
15025,0.923,0,2.0,1.0,2.1882634428913237,1
15075,0.693,1,2.0,0.0,3.0,0
15098,0.897,1,2.0,10.0,2.1882634428913237,0
15100,0.764,0,2.0,0.0,5.0,0
15222,0.836,1,2.0,0.0,4.0,0
15276,0.647,1,2.0,0.0,4.0,0
15285,0.795,1,2.0,0.0,2.0,1
15368,0.479,0,2.0,3.0,2.1882634428913237,0
15370,0.802,0,2.0,0.0,2.0,1
15377,0.743,1,2.0,0.0,2.1882634428913237,1
15448,0.722,0,2.0,0.0,0.0,0
15466,0.649,0,2.0,0.0,2.0,1
15481,0.742,0,2.0,0.0,0.0,1
15522,0.924,1,2.0,0.0,4.0,1
15549,0.725,1,2.0,0.0,2.0,1
15553,0.7759999999999999,1,2.0,0.0,2.0,1
15615,0.848,1,2.0,0.0,4.0,1
15634,0.6890000000000001,1,2.0,0.0,4.0,1
15663,0.939,0,2.0,4.0,2.1882634428913237,0
15671,0.878,0,2.0,1.0,2.1882634428913237,1
15764,0.897,0,2.0,4.0,2.1882634428913237,1
15775,0.624,1,2.0,21.0,2.1882634428913237,1
15783,0.92,0,2.0,6.0,2.1882634428913237,0
15791,0.866,1,2.0,0.0,4.0,1
15808,0.698,0,2.0,0.0,3.0,1
15822,0.893,1,2.0,0.0,2.1882634428913237,0
15909,0.807,0,2.0,0.0,1.0,0
15935,0.921,0,2.0,0.0,0.0,1
15977,0.802,0,2.0,0.0,3.0,0
16038,0.848,1,2.0,0.0,2.0,1
16095,0.848,0,4.0,0.0,5.0,0
16102,0.92,0,2.0,4.0,2.1882634428913237,1
16123,0.73,0,2.0,0.0,1.0,0
16128,0.775,1,2.0,0.0,2.0,0
16164,0.68,0,2.0,0.0,0.0,1
16168,0.5579999999999999,0,2.0,0.0,5.0,1
16175,0.73,1,2.0,0.0,4.0,0
16214,0.795,1,2.0,0.0,5.0,1
16229,0.83,1,2.0,0.0,4.0,0
16234,0.698,0,2.0,3.0,2.1882634428913237,1
16246,0.727,1,2.0,0.0,2.0,1
16250,0.926,1,4.0,0.0,5.0,0
16279,0.55,1,2.0,0.0,2.1882634428913237,0
16294,0.895,1,2.0,0.0,0.0,0
16330,0.884,1,4.0,0.0,5.0,0
16361,0.55,0,2.0,0.0,4.0,0
16378,0.915,1,2.0,0.0,0.0,1
16391,0.795,0,2.0,0.0,1.0,0
16402,0.887,1,2.0,5.0,2.1882634428913237,0
16411,0.83,1,2.0,0.0,2.0,1
16446,0.624,0,2.0,4.0,2.1882634428913237,0
16455,0.7390000000000001,0,2.0,0.0,1.0,0
16544,0.865,0,2.0,0.0,1.0,1
16580,0.794,0,2.0,0.0,2.0,0
16589,0.527,1,2.0,0.0,4.0,0
16682,0.924,0,2.0,2.0,2.1882634428913237,0
16725,0.807,0,2.0,0.0,1.0,1
16727,0.925,1,2.0,0.0,4.0,1
16746,0.487,0,2.0,0.0,0.0,1
16784,0.4479999999999999,0,2.0,0.0,2.0,1
16878,0.727,1,2.0,0.0,0.0,0
16986,0.802,0,2.0,3.0,2.1882634428913237,0
16992,0.701,1,2.0,0.0,1.0,0
17004,0.84,1,2.0,0.0,2.1882634428913237,0
17014,0.925,1,4.0,0.0,1.0,0
17031,0.6659999999999999,0,2.0,0.0,0.0,1
17033,0.74,1,2.0,0.0,2.1882634428913237,0
17069,0.924,1,2.0,0.0,0.0,1
17103,0.78,1,2.0,0.0,2.0,0
17121,0.836,1,2.0,0.0,0.0,1
17123,0.836,0,2.0,0.0,0.0,1
17158,0.924,0,2.0,0.0,5.0,1
17162,0.691,0,2.0,2.0,2.1882634428913237,0
17169,0.55,1,2.0,0.0,3.0,0
17173,0.836,1,2.0,0.0,4.0,1
17194,0.895,0,4.0,0.0,0.0,0
17235,0.493,0,2.0,0.0,2.0,0
17251,0.738,0,2.0,0.0,4.0,1
17287,0.884,1,2.0,0.0,0.0,1
17358,0.807,1,2.0,0.0,1.0,0
17365,0.78,0,2.0,0.0,5.0,1
17377,0.884,0,2.0,0.0,4.0,0
17453,0.624,1,4.0,4.0,2.1882634428913237,1
17469,0.579,1,2.0,0.0,4.0,1
17470,0.915,0,2.0,0.0,5.0,0
17508,0.563,1,2.0,0.0,5.0,1
17517,0.624,1,2.0,3.0,2.1882634428913237,1
17536,0.55,0,2.0,0.0,5.0,1
17549,0.698,1,4.0,0.0,1.0,0
17612,0.91,0,2.0,1.0,2.1882634428913237,1
17662,0.903,0,2.0,12.0,2.1882634428913237,0
17680,0.722,1,2.0,0.0,4.0,0
17717,0.743,1,2.0,0.0,3.0,1
17720,0.735,0,2.0,0.0,2.0,0
17727,0.89,0,2.0,0.0,4.0,0
17743,0.527,1,2.0,0.0,4.0,1
17774,0.682,1,2.0,0.0,2.1882634428913237,0
17800,0.804,1,4.0,0.0,5.0,0
17840,0.949,0,2.0,0.0,0.0,1
17891,0.897,1,2.0,0.0,2.1882634428913237,1
17923,0.738,0,2.0,1.0,2.1882634428913237,1
17950,0.903,0,4.0,0.0,0.0,0
17977,0.698,1,4.0,21.0,2.1882634428913237,0
17991,0.738,1,2.0,0.0,0.0,1
17996,0.848,1,2.0,0.0,2.1882634428913237,0
18027,0.516,1,2.0,0.0,0.0,0
18032,0.7759999999999999,0,2.0,3.0,2.1882634428913237,1
18065,0.4479999999999999,0,2.0,0.0,2.1882634428913237,1
18092,0.487,1,2.0,0.0,0.0,1
18133,0.698,1,2.0,6.0,2.1882634428913237,0
18142,0.767,0,4.0,0.0,0.0,0
18180,0.512,0,2.0,0.0,1.0,1
18246,0.5579999999999999,1,2.0,0.0,4.0,0
18262,0.767,0,2.0,0.0,3.0,0
18424,0.903,0,2.0,0.0,2.0,0
18435,0.73,1,2.0,0.0,1.0,1
18441,0.738,0,2.0,0.0,1.0,1
18473,0.527,1,2.0,2.0,2.1882634428913237,1
18474,0.742,1,2.0,0.0,2.0,1
18510,0.895,0,2.0,0.0,0.0,0
18557,0.926,0,2.0,3.0,2.1882634428913237,1
18631,0.856,1,2.0,0.0,2.0,1
18654,0.91,1,4.0,0.0,0.0,0
18858,0.73,1,2.0,0.0,1.0,0
18862,0.624,0,2.0,1.0,2.1882634428913237,0
18902,0.84,0,2.0,0.0,5.0,0
18915,0.518,0,2.0,0.0,1.0,1
18942,0.6890000000000001,0,2.0,0.0,5.0,0
18944,0.924,0,2.0,0.0,2.1882634428913237,0
19043,0.926,0,2.0,3.0,2.1882634428913237,0
19113,0.682,0,2.0,6.0,2.1882634428913237,0
19139,0.624,1,2.0,4.0,2.1882634428913237,0
19145,0.725,0,2.0,0.0,0.0,0
